iso3,ym,value,coverage,n_cells,dataset_type
NIC,2020-05,0.5642,cells,164,consolidated_dataset
NIU,2020-05,-1.4908,nearest_cell,0,consolidated_dataset
NLD,2020-05,-2.3881,cells,75,consolidated_dataset
NOR,2020-05,0.2706,cells,1365,consolidated_dataset
NPL,2020-05,1.1563,cells,218,consolidated_dataset
NRU,2020-05,1.0574,nearest_cell,0,consolidated_dataset
NZL,2020-05,-0.7669,cells,468,consolidated_dataset
OMN,2020-05,1.2788,cells,437,consolidated_dataset
PAK,2020-05,0.7626,cells,1306,consolidated_dataset
PAN,2020-05,-0.8942,cells,98,consolidated_dataset
PCN,2020-05,-0.7884,nearest_cell,0,consolidated_dataset
PER,2020-05,-0.4632,cells,1693,consolidated_dataset
PHL,2020-05,-0.5568,cells,387,consolidated_dataset
PLW,2020-05,1.0872,nearest_cell,0,consolidated_dataset
PNG,2020-05,1.2849,cells,616,consolidated_dataset
POL,2020-05,-1.1793,cells,655,consolidated_dataset
PRI,2020-05,-1.3284,cells,12,consolidated_dataset
PRK,2020-05,0.6582,cells,201,consolidated_dataset
PRT,2020-05,0.6486,cells,155,consolidated_dataset
PRY,2020-05,-3.3638,cells,555,consolidated_dataset
PSE,2020-05,1.1817,cells,12,consolidated_dataset
PYF,2020-05,-0.5041,cells,3,consolidated_dataset
QAT,2020-05,0.6568,cells,14,consolidated_dataset
RKS,2020-05,-0.0662,cells,19,consolidated_dataset
ROU,2020-05,-1.2317,cells,434,consolidated_dataset
RUS,2020-05,-0.1536,cells,46620,consolidated_dataset
RWA,2020-05,1.4059,cells,35,consolidated_dataset
SAU,2020-05,-0.1603,cells,2736,consolidated_dataset
SDN,2020-05,-0.6614,cells,2496,consolidated_dataset
SEN,2020-05,-1.8076,cells,267,consolidated_dataset
SGP,2020-05,0.4436,nearest_cell,0,consolidated_dataset
SGS,2020-05,0.2501,cells,8,consolidated_dataset
SHN,2020-05,1.8926,nearest_cell,0,consolidated_dataset
SLB,2020-05,1.1807,cells,34,consolidated_dataset
SLE,2020-05,0.6664,cells,89,consolidated_dataset
SLV,2020-05,1.1963,cells,28,consolidated_dataset
SMR,2020-05,-0.9037,nearest_cell,0,consolidated_dataset
SOM,2020-05,0.8599,cells,845,consolidated_dataset
SPM,2020-05,0.7868,nearest_cell,0,consolidated_dataset
SRB,2020-05,-0.8988,cells,137,consolidated_dataset
SSD,2020-05,-1.8985,cells,821,consolidated_dataset
STP,2020-05,1.5776,cells,1,consolidated_dataset
SUR,2020-05,0.6872,cells,187,consolidated_dataset
SVK,2020-05,-1.3155,cells,90,consolidated_dataset
SVN,2020-05,-1.3949,cells,38,consolidated_dataset
SWE,2020-05,-0.812,cells,1257,consolidated_dataset
SWZ,2020-05,0.1222,cells,25,consolidated_dataset
SXM,2020-05,-0.9622,nearest_cell,0,consolidated_dataset
SYC,2020-05,-0.3054,nearest_cell,0,consolidated_dataset
SYR,2020-05,0.4782,cells,297,consolidated_dataset
TCA,2020-05,-1.5724,nearest_cell,0,consolidated_dataset
TCD,2020-05,-0.97,cells,1693,consolidated_dataset
TGO,2020-05,-0.7032,cells,73,consolidated_dataset
THA,2020-05,-1.1999,cells,691,consolidated_dataset
TJK,2020-05,-1.1011,cells,235,consolidated_dataset
TKM,2020-05,0.0009,cells,785,consolidated_dataset
TLS,2020-05,0.5273,cells,20,consolidated_dataset
TON,2020-05,1.6175,nearest_cell,0,consolidated_dataset
TTO,2020-05,-1.8082,cells,6,consolidated_dataset
TUN,2020-05,0.0236,cells,243,consolidated_dataset
TUR,2020-05,-0.2561,cells,1288,consolidated_dataset
TUV,2020-05,0.7831,nearest_cell,0,consolidated_dataset
TWN,2020-05,0.3974,cells,51,consolidated_dataset
TZA,2020-05,1.4428,cells,1192,consolidated_dataset
UGA,2020-05,0.6811,cells,291,consolidated_dataset
UKR,2020-05,-0.5883,cells,1065,consolidated_dataset
URY,2020-05,-1.4546,cells,274,consolidated_dataset
USA,2020-05,0.0246,cells,17558,consolidated_dataset
UZB,2020-05,-0.1737,cells,768,consolidated_dataset
VAT,2020-05,-1.0154,nearest_cell,0,consolidated_dataset
VCT,2020-05,-1.8397,nearest_cell,0,consolidated_dataset
VEN,2020-05,-2.1384,cells,1184,consolidated_dataset
VGB,2020-05,-0.5798,nearest_cell,0,consolidated_dataset
VIR,2020-05,-1.005,nearest_cell,0,consolidated_dataset
VNM,2020-05,-0.7003,cells,447,consolidated_dataset
VUT,2020-05,1.1942,cells,16,consolidated_dataset
WLF,2020-05,0.6483,nearest_cell,0,consolidated_dataset
WSM,2020-05,-1.3364,cells,5,consolidated_dataset
YEM,2020-05,1.1884,cells,611,consolidated_dataset
ZAF,2020-05,-0.27,cells,1810,consolidated_dataset
ZMB,2020-05,0.301,cells,973,consolidated_dataset
ZWE,2020-05,-0.9967,cells,520,consolidated_dataset
ABW,2020-06,-1.7987,cells,1,consolidated_dataset
AFG,2020-06,0.3086,cells,1003,consolidated_dataset
AGO,2020-06,0.3086,cells,1638,consolidated_dataset
AIA,2020-06,-1.4741,nearest_cell,0,consolidated_dataset
ALA,2020-06,-1.3663,cells,2,consolidated_dataset
ALB,2020-06,-0.4029,cells,50,consolidated_dataset
AND,2020-06,1.5114,cells,1,consolidated_dataset
ARE,2020-06,0.5938,cells,98,consolidated_dataset
ARG,2020-06,-0.8807,cells,4441,consolidated_dataset
ARM,2020-06,-0.5085,cells,46,consolidated_dataset
ASM,2020-06,0.4702,nearest_cell,0,consolidated_dataset
ATA,2020-06,0.4905,cells,96002,consolidated_dataset
ATF,2020-06,1.6823,cells,14,consolidated_dataset
ATG,2020-06,-1.775,cells,1,consolidated_dataset
AUS,2020-06,-0.5639,cells,11145,consolidated_dataset
AUT,2020-06,-0.3813,cells,163,consolidated_dataset
AZE,2020-06,-1.0039,cells,150,consolidated_dataset
BDI,2020-06,0.5095,cells,35,consolidated_dataset
BEL,2020-06,-2.6005,cells,62,consolidated_dataset
BEN,2020-06,-1.4614,cells,152,consolidated_dataset
BFA,2020-06,-1.6752,cells,363,consolidated_dataset
BGD,2020-06,0.1387,cells,194,consolidated_dataset
BGR,2020-06,0.1377,cells,201,consolidated_dataset
BHR,2020-06,1.6112,cells,1,consolidated_dataset
BHS,2020-06,0.7187,cells,11,consolidated_dataset
BIH,2020-06,-0.6254,cells,90,consolidated_dataset
BLM,2020-06,-1.4741,nearest_cell,0,consolidated_dataset
BLR,2020-06,0.0966,cells,448,consolidated_dataset
BLZ,2020-06,0.5202,cells,28,consolidated_dataset
BMU,2020-06,1.92,nearest_cell,0,consolidated_dataset
BOL,2020-06,-1.3047,cells,1474,consolidated_dataset
BRA,2020-06,0.1477,cells,11271,consolidated_dataset
BRB,2020-06,-1.4928,nearest_cell,0,consolidated_dataset
BRN,2020-06,1.0225,cells,8,consolidated_dataset
BTN,2020-06,2.2036,cells,57,consolidated_dataset
BWA,2020-06,-0.2981,cells,820,consolidated_dataset
CAF,2020-06,-1.6795,cells,806,consolidated_dataset
CAN,2020-06,0.1566,cells,26818,consolidated_dataset
CHE,2020-06,-1.0871,cells,80,consolidated_dataset
CHL,2020-06,-0.2637,cells,1239,consolidated_dataset
CHN,2020-06,-0.214,cells,15191,consolidated_dataset
CIV,2020-06,-1.2053,cells,421,consolidated_dataset
CMR,2020-06,-0.6283,cells,604,consolidated_dataset
COD,2020-06,-0.3063,cells,3019,consolidated_dataset
COG,2020-06,0.1149,cells,446,consolidated_dataset
COK,2020-06,0.0406,nearest_cell,0,consolidated_dataset
COL,2020-06,-1.2176,cells,1484,consolidated_dataset
COM,2020-06,-0.6536,cells,3,consolidated_dataset
CPV,2020-06,-1.484,cells,3,consolidated_dataset
CRI,2020-06,0.3197,cells,69,consolidated_dataset
CUB,2020-06,0.0186,cells,158,consolidated_dataset
CUW,2020-06,-1.9605,nearest_cell,0,consolidated_dataset
CYM,2020-06,-1.3987,nearest_cell,0,consolidated_dataset
CYP,2020-06,0.108,cells,16,consolidated_dataset
CZE,2020-06,0.5373,cells,158,consolidated_dataset
DEU,2020-06,-1.2931,cells,722,consolidated_dataset
DJI,2020-06,0.7432,cells,28,consolidated_dataset
DMA,2020-06,-1.5001,nearest_cell,0,consolidated_dataset
DNK,2020-06,-0.7742,cells,103,consolidated_dataset
DOM,2020-06,-1.8286,cells,69,consolidated_dataset
DZA,2020-06,0.2521,cells,3420,consolidated_dataset
ECU,2020-06,-0.7517,cells,334,consolidated_dataset
EGY,2020-06,0.0114,cells,1486,consolidated_dataset
ERI,2020-06,-0.5015,cells,170,consolidated_dataset
ESH,2020-06,0.0151,cells,129,consolidated_dataset
ESP,2020-06,0.803,cells,858,consolidated_dataset
EST,2020-06,0.0837,cells,114,consolidated_dataset
ETH,2020-06,0.2663,cells,1475,consolidated_dataset
FIN,2020-06,-1.2166,cells,977,consolidated_dataset
FJI,2020-06,1.7997,cells,22,consolidated_dataset
FLK,2020-06,0.0923,cells,24,consolidated_dataset
FRA,2020-06,-0.1395,cells,1151,consolidated_dataset
FRO,2020-06,-1.7772,cells,5,consolidated_dataset
FSM,2020-06,-0.7191,nearest_cell,0,consolidated_dataset
GAB,2020-06,1.1167,cells,333,consolidated_dataset
GBR,2020-06,-1.6161,cells,526,consolidated_dataset
GEO,2020-06,-0.9699,cells,123,consolidated_dataset
GGY,2020-06,-1.1068,nearest_cell,0,consolidated_dataset
GHA,2020-06,-1.1471,cells,310,consolidated_dataset
GIN,2020-06,-0.8225,cells,322,consolidated_dataset
GMB,2020-06,-1.2096,cells,18,consolidated_dataset
GNB,2020-06,-0.5479,cells,46,consolidated_dataset
GNQ,2020-06,0.9191,cells,31,consolidated_dataset
GRC,2020-06,0.5528,cells,219,consolidated_dataset
GRD,2020-06,-1.5362,nearest_cell,0,consolidated_dataset
GRL,2020-06,0.6902,cells,10623,consolidated_dataset
GTM,2020-06,0.51,cells,151,consolidated_dataset
GUM,2020-06,-0.9082,nearest_cell,0,consolidated_dataset
GUY,2020-06,0.1486,cells,271,consolidated_dataset
HKG,2020-06,-0.8383,cells,2,consolidated_dataset
HMD,2020-06,1.9102,nearest_cell,0,consolidated_dataset
HND,2020-06,-0.1192,cells,152,consolidated_dataset
HRV,2020-06,-0.9792,cells,99,consolidated_dataset
HTI,2020-06,-1.6177,cells,37,consolidated_dataset
HUN,2020-06,0.1402,cells,180,consolidated_dataset
IDN,2020-06,1.1035,cells,2397,consolidated_dataset
IMN,2020-06,-1.6432,cells,1,consolidated_dataset
IND,2020-06,0.4775,cells,4437,consolidated_dataset
IOT,2020-06,-0.7319,nearest_cell,0,consolidated_dataset
IRL,2020-06,-1.5685,cells,153,consolidated_dataset
IRN,2020-06,0.6298,cells,2491,consolidated_dataset
IRQ,2020-06,-0.5319,cells,670,consolidated_dataset
ISL,2020-06,-0.2509,cells,307,consolidated_dataset
ISR,2020-06,0.2873,cells,34,consolidated_dataset
ITA,2020-06,-0.2096,cells,525,consolidated_dataset
JAM,2020-06,-2.168,cells,14,consolidated_dataset
JEY,2020-06,-0.6088,nearest_cell,0,consolidated_dataset
JOR,2020-06,-0.1373,cells,130,consolidated_dataset
JPN,2020-06,0.3766,cells,605,consolidated_dataset
KAZ,2020-06,-1.0298,cells,5235,consolidated_dataset
KEN,2020-06,1.0001,cells,759,consolidated_dataset
KGZ,2020-06,-0.6486,cells,343,consolidated_dataset
KHM,2020-06,-0.9418,cells,241,consolidated_dataset
KIR,2020-06,1.518,nearest_cell,0,consolidated_dataset
KNA,2020-06,-1.4741,nearest_cell,0,consolidated_dataset
KOR,2020-06,-0.0662,cells,155,consolidated_dataset
KWT,2020-06,-0.6976,cells,24,consolidated_dataset
LAO,2020-06,-1.8389,cells,307,consolidated_dataset
LBN,2020-06,0.6541,cells,15,consolidated_dataset
LBR,2020-06,-0.4264,cells,121,consolidated_dataset
LBY,2020-06,-0.8751,cells,2352,consolidated_dataset
LCA,2020-06,-1.9064,cells,2,consolidated_dataset
LIE,2020-06,-1.255,nearest_cell,0,consolidated_dataset
LKA,2020-06,0.2911,cells,87,consolidated_dataset
LSO,2020-06,0.3778,cells,45,consolidated_dataset
LTU,2020-06,-0.3173,cells,150,consolidated_dataset
LUX,2020-06,-1.8379,cells,5,consolidated_dataset
LVA,2020-06,-0.2728,cells,149,consolidated_dataset
MAC,2020-06,-0.6249,nearest_cell,0,consolidated_dataset
MAF,2020-06,-1.4741,nearest_cell,0,consolidated_dataset
MAR,2020-06,0.0116,cells,871,consolidated_dataset
MCO,2020-06,0.3146,nearest_cell,0,consolidated_dataset
MDA,2020-06,-0.3782,cells,63,consolidated_dataset
MDG,2020-06,-0.1392,cells,816,consolidated_dataset
MDV,2020-06,0.0413,nearest_cell,0,consolidated_dataset
MEX,2020-06,-0.4719,cells,2786,consolidated_dataset
MHL,2020-06,0.0506,nearest_cell,0,consolidated_dataset
MKD,2020-06,0.4088,cells,44,consolidated_dataset
MLI,2020-06,-0.8607,cells,1695,consolidated_dataset
MLT,2020-06,-1.4265,nearest_cell,0,consolidated_dataset
MMR,2020-06,-1.0553,cells,904,consolidated_dataset
MNE,2020-06,-0.4314,cells,27,consolidated_dataset
MNG,2020-06,-1.1215,cells,2938,consolidated_dataset
MNP,2020-06,-1.4374,nearest_cell,0,consolidated_dataset
MOZ,2020-06,-1.257,cells,1080,consolidated_dataset
MRT,2020-06,0.0086,cells,1440,consolidated_dataset
MSR,2020-06,-1.5955,nearest_cell,0,consolidated_dataset
MUS,2020-06,-0.9146,cells,3,consolidated_dataset
MWI,2020-06,-2.1359,cells,161,consolidated_dataset
MYS,2020-06,1.2541,cells,420,consolidated_dataset
NAM,2020-06,-0.5616,cells,1145,consolidated_dataset
NCL,2020-06,-0.3389,cells,27,consolidated_dataset
NER,2020-06,-1.1917,cells,1614,consolidated_dataset
NFK,2020-06,-0.1452,nearest_cell,0,consolidated_dataset
NGA,2020-06,-1.3846,cells,1198,consolidated_dataset
NIC,2020-06,0.8289,cells,164,consolidated_dataset
NIU,2020-06,0.4702,nearest_cell,0,consolidated_dataset
NLD,2020-06,-3.3098,cells,75,consolidated_dataset
NOR,2020-06,-0.2861,cells,1368,consolidated_dataset
NPL,2020-06,1.4911,cells,220,consolidated_dataset
NRU,2020-06,0.0506,nearest_cell,0,consolidated_dataset
NZL,2020-06,-0.8533,cells,469,consolidated_dataset
OMN,2020-06,0.8572,cells,434,consolidated_dataset
PAK,2020-06,-0.038,cells,1304,consolidated_dataset
PAN,2020-06,-0.3178,cells,98,consolidated_dataset
PCN,2020-06,-0.4615,nearest_cell,0,consolidated_dataset
PER,2020-06,-0.5541,cells,1706,consolidated_dataset
PHL,2020-06,-0.1743,cells,387,consolidated_dataset
PLW,2020-06,1.5728,nearest_cell,0,consolidated_dataset
PNG,2020-06,0.7894,cells,615,consolidated_dataset
POL,2020-06,0.2822,cells,657,consolidated_dataset
PRI,2020-06,-1.3977,cells,12,consolidated_dataset
PRK,2020-06,0.2718,cells,202,consolidated_dataset
PRT,2020-06,0.7401,cells,154,consolidated_dataset
PRY,2020-06,-2.1228,cells,564,consolidated_dataset
PSE,2020-06,0.2249,cells,12,consolidated_dataset
PYF,2020-06,-0.0425,cells,3,consolidated_dataset
QAT,2020-06,1.0096,cells,14,consolidated_dataset
RKS,2020-06,0.5668,cells,19,consolidated_dataset
ROU,2020-06,-0.1992,cells,433,consolidated_dataset
RUS,2020-06,-0.5956,cells,46507,consolidated_dataset
RWA,2020-06,0.8179,cells,35,consolidated_dataset
SAU,2020-06,-0.0137,cells,2737,consolidated_dataset
SDN,2020-06,-0.9281,cells,2498,consolidated_dataset
SEN,2020-06,-1.6123,cells,267,consolidated_dataset
SGP,2020-06,2.7212,nearest_cell,0,consolidated_dataset
SGS,2020-06,-0.5644,cells,8,consolidated_dataset
SHN,2020-06,1.2817,nearest_cell,0,consolidated_dataset
SLB,2020-06,0.1119,cells,34,consolidated_dataset
SLE,2020-06,-0.5435,cells,88,consolidated_dataset
SLV,2020-06,1.2449,cells,28,consolidated_dataset
SMR,2020-06,-1.2678,nearest_cell,0,consolidated_dataset
SOM,2020-06,0.0334,cells,848,consolidated_dataset
SPM,2020-06,0.9247,nearest_cell,0,consolidated_dataset
SRB,2020-06,-0.1122,cells,137,consolidated_dataset
SSD,2020-06,-2.242,cells,821,consolidated_dataset
STP,2020-06,1.7745,cells,1,consolidated_dataset
SUR,2020-06,1.6701,cells,187,consolidated_dataset
SVK,2020-06,0.3378,cells,90,consolidated_dataset
SVN,2020-06,-0.9703,cells,39,consolidated_dataset
SWE,2020-06,-1.47,cells,1241,consolidated_dataset
SWZ,2020-06,1.3392,cells,25,consolidated_dataset
SXM,2020-06,-1.4741,nearest_cell,0,consolidated_dataset
SYC,2020-06,-0.2711,nearest_cell,0,consolidated_dataset
SYR,2020-06,-0.0443,cells,297,consolidated_dataset
TCA,2020-06,-1.5887,nearest_cell,0,consolidated_dataset
TCD,2020-06,-1.4519,cells,1693,consolidated_dataset
TGO,2020-06,-1.361,cells,74,consolidated_dataset
THA,2020-06,-1.1479,cells,692,consolidated_dataset
TJK,2020-06,-0.4227,cells,238,consolidated_dataset
TKM,2020-06,-0.0087,cells,787,consolidated_dataset
TLS,2020-06,0.4013,cells,20,consolidated_dataset
TON,2020-06,0.4736,nearest_cell,0,consolidated_dataset
TTO,2020-06,-1.2741,cells,6,consolidated_dataset
TUN,2020-06,-0.2417,cells,243,consolidated_dataset
TUR,2020-06,-0.2577,cells,1295,consolidated_dataset
TUV,2020-06,1.0976,nearest_cell,0,consolidated_dataset
TWN,2020-06,-0.8533,cells,52,consolidated_dataset
TZA,2020-06,0.3203,cells,1192,consolidated_dataset
UGA,2020-06,0.1114,cells,291,consolidated_dataset
UKR,2020-06,0.0374,cells,1090,consolidated_dataset
URY,2020-06,-0.5018,cells,274,consolidated_dataset
USA,2020-06,-0.3097,cells,17499,consolidated_dataset
UZB,2020-06,0.0578,cells,770,consolidated_dataset
VAT,2020-06,-0.3718,nearest_cell,0,consolidated_dataset
VCT,2020-06,-1.7202,nearest_cell,0,consolidated_dataset
VEN,2020-06,-1.6816,cells,1189,consolidated_dataset
VGB,2020-06,-1.6258,nearest_cell,0,consolidated_dataset
VIR,2020-06,-2.0973,nearest_cell,0,consolidated_dataset
VNM,2020-06,-1.4196,cells,445,consolidated_dataset
VUT,2020-06,1.6106,cells,16,consolidated_dataset
WLF,2020-06,1.1616,nearest_cell,0,consolidated_dataset
WSM,2020-06,0.2811,cells,5,consolidated_dataset
YEM,2020-06,1.6688,cells,611,consolidated_dataset
ZAF,2020-06,-0.2772,cells,1810,consolidated_dataset
ZMB,2020-06,-0.528,cells,1004,consolidated_dataset
ZWE,2020-06,-0.6755,cells,530,consolidated_dataset
ABW,2020-07,-1.8003,cells,1,consolidated_dataset
AFG,2020-07,-0.2213,cells,1002,consolidated_dataset
AGO,2020-07,-0.6351,cells,1648,consolidated_dataset
AIA,2020-07,-0.3374,nearest_cell,0,consolidated_dataset
ALA,2020-07,-0.3227,cells,2,consolidated_dataset
ALB,2020-07,-0.3807,cells,50,consolidated_dataset
AND,2020-07,1.1979,cells,1,consolidated_dataset
ARE,2020-07,0.5427,cells,98,consolidated_dataset
ARG,2020-07,-0.8049,cells,4441,consolidated_dataset
ARM,2020-07,-0.9248,cells,45,consolidated_dataset
ASM,2020-07,0.5677,nearest_cell,0,consolidated_dataset
ATA,2020-07,0.4379,cells,95986,consolidated_dataset
ATF,2020-07,0.7723,cells,14,consolidated_dataset
ATG,2020-07,-0.5438,cells,1,consolidated_dataset
AUS,2020-07,-0.9337,cells,11141,consolidated_dataset
AUT,2020-07,0.5298,cells,163,consolidated_dataset
AZE,2020-07,-1.303,cells,144,consolidated_dataset
BDI,2020-07,-0.164,cells,35,consolidated_dataset
BEL,2020-07,-1.8228,cells,62,consolidated_dataset
BEN,2020-07,-0.448,cells,153,consolidated_dataset
BFA,2020-07,-0.5562,cells,360,consolidated_dataset
BGD,2020-07,-0.1809,cells,194,consolidated_dataset
BGR,2020-07,-0.0887,cells,201,consolidated_dataset
BHR,2020-07,-0.6213,cells,1,consolidated_dataset
BHS,2020-07,1.5253,cells,11,consolidated_dataset
BIH,2020-07,0.2959,cells,90,consolidated_dataset
BLM,2020-07,-0.3374,nearest_cell,0,consolidated_dataset
BLR,2020-07,0.5093,cells,449,consolidated_dataset
BLZ,2020-07,0.5225,cells,28,consolidated_dataset
BMU,2020-07,0.8988,nearest_cell,0,consolidated_dataset
BOL,2020-07,-1.1364,cells,1474,consolidated_dataset
BRA,2020-07,-0.1973,cells,11274,consolidated_dataset
BRB,2020-07,-0.7987,nearest_cell,0,consolidated_dataset
BRN,2020-07,1.525,cells,8,consolidated_dataset
BTN,2020-07,2.0846,cells,58,consolidated_dataset
BWA,2020-07,-0.887,cells,820,consolidated_dataset
CAF,2020-07,-0.5129,cells,807,consolidated_dataset
CAN,2020-07,0.4006,cells,26712,consolidated_dataset
CHE,2020-07,-0.6993,cells,80,consolidated_dataset
CHL,2020-07,-0.2491,cells,1239,consolidated_dataset
CHN,2020-07,-0.1282,cells,15162,consolidated_dataset
CIV,2020-07,-1.1954,cells,420,consolidated_dataset
CMR,2020-07,-0.085,cells,600,consolidated_dataset
COD,2020-07,-0.3939,cells,3019,consolidated_dataset
COG,2020-07,0.0828,cells,448,consolidated_dataset
COK,2020-07,1.0567,nearest_cell,0,consolidated_dataset
COL,2020-07,-0.3693,cells,1486,consolidated_dataset
COM,2020-07,1.0171,cells,3,consolidated_dataset
CPV,2020-07,0.2792,cells,3,consolidated_dataset
CRI,2020-07,0.0331,cells,69,consolidated_dataset
CUB,2020-07,0.6674,cells,158,consolidated_dataset
CUW,2020-07,-1.9365,nearest_cell,0,consolidated_dataset
CYM,2020-07,-1.1327,nearest_cell,0,consolidated_dataset
CYP,2020-07,-0.3166,cells,16,consolidated_dataset
CZE,2020-07,0.7239,cells,154,consolidated_dataset
DEU,2020-07,-0.7211,cells,717,consolidated_dataset
DJI,2020-07,0.9259,cells,28,consolidated_dataset
DMA,2020-07,-0.6134,nearest_cell,0,consolidated_dataset
DNK,2020-07,0.1599,cells,103,consolidated_dataset
DOM,2020-07,-0.7323,cells,69,consolidated_dataset
DZA,2020-07,-0.3266,cells,3422,consolidated_dataset
ECU,2020-07,-0.312,cells,334,consolidated_dataset
EGY,2020-07,0.2831,cells,1483,consolidated_dataset
ERI,2020-07,-0.002,cells,169,consolidated_dataset
ESH,2020-07,0.742,cells,129,consolidated_dataset
ESP,2020-07,-0.1193,cells,858,consolidated_dataset
EST,2020-07,0.2644,cells,114,consolidated_dataset
ETH,2020-07,0.2045,cells,1469,consolidated_dataset
FIN,2020-07,0.051,cells,975,consolidated_dataset
FJI,2020-07,0.2833,cells,22,consolidated_dataset
FLK,2020-07,-0.4162,cells,24,consolidated_dataset
FRA,2020-07,-0.5405,cells,1150,consolidated_dataset
FRO,2020-07,-1.3504,cells,5,consolidated_dataset
FSM,2020-07,-0.8378,nearest_cell,0,consolidated_dataset
GAB,2020-07,0.5917,cells,337,consolidated_dataset
GBR,2020-07,-0.3392,cells,526,consolidated_dataset
GEO,2020-07,-0.627,cells,123,consolidated_dataset
GGY,2020-07,-0.8692,nearest_cell,0,consolidated_dataset
GHA,2020-07,-0.3978,cells,308,consolidated_dataset
GIN,2020-07,0.0775,cells,322,consolidated_dataset
GMB,2020-07,1.4816,cells,18,consolidated_dataset
GNB,2020-07,2.5504,cells,45,consolidated_dataset
GNQ,2020-07,0.6127,cells,31,consolidated_dataset
GRC,2020-07,-0.0659,cells,219,consolidated_dataset
GRD,2020-07,-1.2619,nearest_cell,0,consolidated_dataset
GRL,2020-07,0.5777,cells,10609,consolidated_dataset
GTM,2020-07,0.6582,cells,151,consolidated_dataset
GUM,2020-07,-1.0478,nearest_cell,0,consolidated_dataset
GUY,2020-07,0.6881,cells,272,consolidated_dataset
HKG,2020-07,-1.7548,cells,2,consolidated_dataset
HMD,2020-07,0.5987,nearest_cell,0,consolidated_dataset
HND,2020-07,0.0528,cells,152,consolidated_dataset
HRV,2020-07,-0.0533,cells,101,consolidated_dataset
HTI,2020-07,-0.7265,cells,38,consolidated_dataset
HUN,2020-07,1.04,cells,180,consolidated_dataset
IDN,2020-07,1.0742,cells,2408,consolidated_dataset
IMN,2020-07,0.5292,cells,1,consolidated_dataset
IND,2020-07,0.1952,cells,4436,consolidated_dataset
IOT,2020-07,0.0481,nearest_cell,0,consolidated_dataset
IRL,2020-07,0.0875,cells,153,consolidated_dataset
IRN,2020-07,-0.3212,cells,2489,consolidated_dataset
IRQ,2020-07,-0.6418,cells,670,consolidated_dataset
ISL,2020-07,-0.0421,cells,307,consolidated_dataset
ISR,2020-07,-0.6019,cells,34,consolidated_dataset
ITA,2020-07,0.2242,cells,527,consolidated_dataset
JAM,2020-07,-1.4845,cells,14,consolidated_dataset
JEY,2020-07,-0.5698,nearest_cell,0,consolidated_dataset
JOR,2020-07,-0.9411,cells,128,consolidated_dataset
JPN,2020-07,1.3365,cells,603,consolidated_dataset
KAZ,2020-07,-1.0582,cells,5228,consolidated_dataset
KEN,2020-07,0.3019,cells,758,consolidated_dataset
KGZ,2020-07,-0.1226,cells,339,consolidated_dataset
KHM,2020-07,-0.98,cells,241,consolidated_dataset
KIR,2020-07,0.9426,nearest_cell,0,consolidated_dataset
KNA,2020-07,-0.3374,nearest_cell,0,consolidated_dataset
KOR,2020-07,0.9124,cells,155,consolidated_dataset
KWT,2020-07,-0.0307,cells,24,consolidated_dataset
LAO,2020-07,-3.0324,cells,307,consolidated_dataset
LBN,2020-07,0.0826,cells,15,consolidated_dataset
LBR,2020-07,-0.2517,cells,121,consolidated_dataset
LBY,2020-07,-0.5995,cells,2357,consolidated_dataset
LCA,2020-07,-0.8196,cells,2,consolidated_dataset
LIE,2020-07,-0.4781,nearest_cell,0,consolidated_dataset
LKA,2020-07,1.2365,cells,87,consolidated_dataset
LSO,2020-07,-1.3647,cells,45,consolidated_dataset
LTU,2020-07,-0.2033,cells,150,consolidated_dataset
LUX,2020-07,-1.8138,cells,5,consolidated_dataset
LVA,2020-07,0.0611,cells,149,consolidated_dataset
MAC,2020-07,-1.8064,nearest_cell,0,consolidated_dataset
MAF,2020-07,-0.3374,nearest_cell,0,consolidated_dataset
MAR,2020-07,-0.0883,cells,870,consolidated_dataset
MCO,2020-07,1.3688,nearest_cell,0,consolidated_dataset
MDA,2020-07,-0.0059,cells,63,consolidated_dataset
MDG,2020-07,-0.3723,cells,816,consolidated_dataset
MDV,2020-07,0.0379,nearest_cell,0,consolidated_dataset
MEX,2020-07,-0.5242,cells,2768,consolidated_dataset
MHL,2020-07,0.0066,nearest_cell,0,consolidated_dataset
MKD,2020-07,-0.0917,cells,44,consolidated_dataset
MLI,2020-07,-0.3099,cells,1695,consolidated_dataset
MLT,2020-07,-1.0446,nearest_cell,0,consolidated_dataset
MMR,2020-07,-1.5573,cells,911,consolidated_dataset
MNE,2020-07,0.0161,cells,27,consolidated_dataset
MNG,2020-07,-0.3046,cells,2947,consolidated_dataset
MNP,2020-07,-1.1947,nearest_cell,0,consolidated_dataset
MOZ,2020-07,-0.6106,cells,1076,consolidated_dataset
MRT,2020-07,0.5214,cells,1444,consolidated_dataset
MSR,2020-07,-0.5008,nearest_cell,0,consolidated_dataset
MUS,2020-07,-1.9165,cells,3,consolidated_dataset
MWI,2020-07,-0.6745,cells,161,consolidated_dataset
MYS,2020-07,1.7349,cells,428,consolidated_dataset
NAM,2020-07,-1.5056,cells,1136,consolidated_dataset
NCL,2020-07,0.1469,cells,27,consolidated_dataset
NER,2020-07,-0.8613,cells,1614,consolidated_dataset
NFK,2020-07,-0.394,nearest_cell,0,consolidated_dataset
NGA,2020-07,-0.9073,cells,1198,consolidated_dataset
