iso3,ym,value,coverage,n_cells,dataset_type
NIC,2020-07,0.8934,cells,164,consolidated_dataset
NIU,2020-07,0.5677,nearest_cell,0,consolidated_dataset
NLD,2020-07,-0.9779,cells,75,consolidated_dataset
NOR,2020-07,-0.0085,cells,1366,consolidated_dataset
NPL,2020-07,1.4983,cells,221,consolidated_dataset
NRU,2020-07,0.0066,nearest_cell,0,consolidated_dataset
NZL,2020-07,-0.498,cells,470,consolidated_dataset
OMN,2020-07,1.7711,cells,431,consolidated_dataset
PAK,2020-07,-0.4013,cells,1306,consolidated_dataset
PAN,2020-07,-0.209,cells,97,consolidated_dataset
PCN,2020-07,-0.2298,nearest_cell,0,consolidated_dataset
PER,2020-07,-0.1146,cells,1704,consolidated_dataset
PHL,2020-07,0.1276,cells,386,consolidated_dataset
PLW,2020-07,-0.2332,nearest_cell,0,consolidated_dataset
PNG,2020-07,0.5879,cells,616,consolidated_dataset
POL,2020-07,0.4233,cells,644,consolidated_dataset
PRI,2020-07,-0.1293,cells,12,consolidated_dataset
PRK,2020-07,-0.4256,cells,202,consolidated_dataset
PRT,2020-07,-0.4751,cells,155,consolidated_dataset
PRY,2020-07,-1.3375,cells,563,consolidated_dataset
PSE,2020-07,-0.4722,cells,12,consolidated_dataset
PYF,2020-07,0.8286,cells,3,consolidated_dataset
QAT,2020-07,1.2053,cells,14,consolidated_dataset
RKS,2020-07,0.3911,cells,19,consolidated_dataset
ROU,2020-07,0.5285,cells,433,consolidated_dataset
RUS,2020-07,-0.3009,cells,46428,consolidated_dataset
RWA,2020-07,0.1637,cells,35,consolidated_dataset
SAU,2020-07,-0.1358,cells,2730,consolidated_dataset
SDN,2020-07,-0.6234,cells,2497,consolidated_dataset
SEN,2020-07,0.8963,cells,267,consolidated_dataset
SGP,2020-07,2.5169,nearest_cell,0,consolidated_dataset
SGS,2020-07,-1.452,cells,8,consolidated_dataset
SHN,2020-07,0.7327,nearest_cell,0,consolidated_dataset
SLB,2020-07,-0.0796,cells,34,consolidated_dataset
SLE,2020-07,0.4502,cells,90,consolidated_dataset
SLV,2020-07,1.1255,cells,28,consolidated_dataset
SMR,2020-07,-0.4628,nearest_cell,0,consolidated_dataset
SOM,2020-07,-0.7919,cells,848,consolidated_dataset
SPM,2020-07,0.9837,nearest_cell,0,consolidated_dataset
SRB,2020-07,0.7098,cells,137,consolidated_dataset
SSD,2020-07,-0.5314,cells,821,consolidated_dataset
STP,2020-07,1.2308,cells,1,consolidated_dataset
SUR,2020-07,1.4409,cells,187,consolidated_dataset
SVK,2020-07,1.1525,cells,90,consolidated_dataset
SVN,2020-07,0.4084,cells,39,consolidated_dataset
SWE,2020-07,-0.2068,cells,1246,consolidated_dataset
SWZ,2020-07,-0.1411,cells,25,consolidated_dataset
SXM,2020-07,-0.3374,nearest_cell,0,consolidated_dataset
SYC,2020-07,1.7139,nearest_cell,0,consolidated_dataset
SYR,2020-07,-0.2235,cells,297,consolidated_dataset
TCA,2020-07,0.9275,nearest_cell,0,consolidated_dataset
TCD,2020-07,-0.867,cells,1692,consolidated_dataset
TGO,2020-07,-0.2698,cells,74,consolidated_dataset
THA,2020-07,-1.7103,cells,690,consolidated_dataset
TJK,2020-07,-0.2054,cells,238,consolidated_dataset
TKM,2020-07,-0.6979,cells,787,consolidated_dataset
TLS,2020-07,0.444,cells,20,consolidated_dataset
TON,2020-07,0.3711,nearest_cell,0,consolidated_dataset
TTO,2020-07,-0.8155,cells,6,consolidated_dataset
TUN,2020-07,-0.9241,cells,243,consolidated_dataset
TUR,2020-07,-0.3867,cells,1290,consolidated_dataset
TUV,2020-07,0.6392,nearest_cell,0,consolidated_dataset
TWN,2020-07,-1.4693,cells,52,consolidated_dataset
TZA,2020-07,-0.4232,cells,1191,consolidated_dataset
UGA,2020-07,0.4073,cells,291,consolidated_dataset
UKR,2020-07,0.4747,cells,1136,consolidated_dataset
URY,2020-07,-0.562,cells,274,consolidated_dataset
USA,2020-07,-0.4979,cells,17502,consolidated_dataset
UZB,2020-07,-0.2062,cells,770,consolidated_dataset
VAT,2020-07,0.1056,nearest_cell,0,consolidated_dataset
VCT,2020-07,-0.7758,nearest_cell,0,consolidated_dataset
VEN,2020-07,-1.0673,cells,1181,consolidated_dataset
VGB,2020-07,-0.3516,nearest_cell,0,consolidated_dataset
VIR,2020-07,-0.4924,nearest_cell,0,consolidated_dataset
VNM,2020-07,-2.2627,cells,429,consolidated_dataset
VUT,2020-07,0.3147,cells,16,consolidated_dataset
WLF,2020-07,0.32,nearest_cell,0,consolidated_dataset
WSM,2020-07,0.5438,cells,5,consolidated_dataset
YEM,2020-07,2.5749,cells,611,consolidated_dataset
ZAF,2020-07,-1.2405,cells,1808,consolidated_dataset
ZMB,2020-07,-0.0042,cells,1004,consolidated_dataset
ZWE,2020-07,-0.645,cells,530,consolidated_dataset
ABW,2020-08,-0.1457,cells,1,consolidated_dataset
AFG,2020-08,-0.4334,cells,1002,consolidated_dataset
AGO,2020-08,0.4882,cells,1636,consolidated_dataset
AIA,2020-08,0.1617,nearest_cell,0,consolidated_dataset
ALA,2020-08,-1.4904,cells,2,consolidated_dataset
ALB,2020-08,0.2603,cells,50,consolidated_dataset
AND,2020-08,1.5842,cells,1,consolidated_dataset
ARE,2020-08,0.6523,cells,98,consolidated_dataset
ARG,2020-08,-0.7442,cells,4433,consolidated_dataset
ARM,2020-08,-0.1336,cells,45,consolidated_dataset
ASM,2020-08,1.4598,nearest_cell,0,consolidated_dataset
ATA,2020-08,0.2726,cells,96015,consolidated_dataset
ATF,2020-08,0.3552,cells,14,consolidated_dataset
ATG,2020-08,-0.2029,cells,1,consolidated_dataset
AUS,2020-08,-1.0584,cells,11145,consolidated_dataset
AUT,2020-08,1.0002,cells,158,consolidated_dataset
AZE,2020-08,-0.2852,cells,150,consolidated_dataset
BDI,2020-08,0.2339,cells,35,consolidated_dataset
BEL,2020-08,-1.1927,cells,62,consolidated_dataset
BEN,2020-08,-0.8227,cells,153,consolidated_dataset
BFA,2020-08,0.7515,cells,363,consolidated_dataset
BGD,2020-08,-0.0798,cells,194,consolidated_dataset
BGR,2020-08,-0.0971,cells,200,consolidated_dataset
BHR,2020-08,-0.4874,cells,1,consolidated_dataset
BHS,2020-08,0.4137,cells,11,consolidated_dataset
BIH,2020-08,0.5786,cells,89,consolidated_dataset
BLM,2020-08,0.1617,nearest_cell,0,consolidated_dataset
BLR,2020-08,0.1928,cells,451,consolidated_dataset
BLZ,2020-08,-0.3771,cells,26,consolidated_dataset
BMU,2020-08,-0.338,nearest_cell,0,consolidated_dataset
BOL,2020-08,-1.1104,cells,1473,consolidated_dataset
BRA,2020-08,-0.6551,cells,11280,consolidated_dataset
BRB,2020-08,-0.3267,nearest_cell,0,consolidated_dataset
BRN,2020-08,1.2811,cells,8,consolidated_dataset
BTN,2020-08,1.2609,cells,58,consolidated_dataset
BWA,2020-08,-0.519,cells,820,consolidated_dataset
CAF,2020-08,-0.6766,cells,805,consolidated_dataset
CAN,2020-08,0.4426,cells,26744,consolidated_dataset
CHE,2020-08,0.0124,cells,77,consolidated_dataset
CHL,2020-08,0.1404,cells,1239,consolidated_dataset
CHN,2020-08,0.0468,cells,15181,consolidated_dataset
CIV,2020-08,-1.9756,cells,421,consolidated_dataset
CMR,2020-08,-0.5665,cells,607,consolidated_dataset
COD,2020-08,-0.3325,cells,3021,consolidated_dataset
COG,2020-08,0.2048,cells,451,consolidated_dataset
COK,2020-08,1.4313,nearest_cell,0,consolidated_dataset
COL,2020-08,-0.2723,cells,1487,consolidated_dataset
COM,2020-08,1.1014,cells,3,consolidated_dataset
CPV,2020-08,0.1036,cells,3,consolidated_dataset
CRI,2020-08,0.5661,cells,69,consolidated_dataset
CUB,2020-08,-0.017,cells,158,consolidated_dataset
CUW,2020-08,-0.472,nearest_cell,0,consolidated_dataset
CYM,2020-08,-0.0219,nearest_cell,0,consolidated_dataset
CYP,2020-08,-0.0405,cells,16,consolidated_dataset
CZE,2020-08,0.9468,cells,157,consolidated_dataset
DEU,2020-08,-0.3861,cells,727,consolidated_dataset
DJI,2020-08,0.8416,cells,28,consolidated_dataset
DMA,2020-08,-0.1163,nearest_cell,0,consolidated_dataset
DNK,2020-08,0.2114,cells,102,consolidated_dataset
DOM,2020-08,-0.2625,cells,69,consolidated_dataset
DZA,2020-08,-0.6464,cells,3421,consolidated_dataset
ECU,2020-08,-0.6651,cells,334,consolidated_dataset
EGY,2020-08,0.0118,cells,1457,consolidated_dataset
ERI,2020-08,0.4308,cells,170,consolidated_dataset
ESH,2020-08,-0.1137,cells,129,consolidated_dataset
ESP,2020-08,-0.1733,cells,858,consolidated_dataset
EST,2020-08,0.3269,cells,114,consolidated_dataset
ETH,2020-08,0.9085,cells,1474,consolidated_dataset
FIN,2020-08,-0.1456,cells,974,consolidated_dataset
FJI,2020-08,0.2114,cells,22,consolidated_dataset
FLK,2020-08,-0.2105,cells,19,consolidated_dataset
FRA,2020-08,-0.3996,cells,1149,consolidated_dataset
FRO,2020-08,-1.3985,cells,5,consolidated_dataset
FSM,2020-08,-1.1329,nearest_cell,0,consolidated_dataset
GAB,2020-08,0.4463,cells,337,consolidated_dataset
GBR,2020-08,0.6729,cells,516,consolidated_dataset
GEO,2020-08,-0.4246,cells,123,consolidated_dataset
GGY,2020-08,0.0356,nearest_cell,0,consolidated_dataset
GHA,2020-08,-1.1884,cells,310,consolidated_dataset
GIN,2020-08,-0.1749,cells,320,consolidated_dataset
GMB,2020-08,0.6159,cells,18,consolidated_dataset
GNB,2020-08,2.3963,cells,44,consolidated_dataset
GNQ,2020-08,0.0024,cells,31,consolidated_dataset
GRC,2020-08,0.4647,cells,219,consolidated_dataset
GRD,2020-08,-0.2707,nearest_cell,0,consolidated_dataset
GRL,2020-08,1.1467,cells,10558,consolidated_dataset
GTM,2020-08,0.4433,cells,150,consolidated_dataset
GUM,2020-08,-1.2449,nearest_cell,0,consolidated_dataset
GUY,2020-08,1.3446,cells,268,consolidated_dataset
HKG,2020-08,-1.4961,cells,2,consolidated_dataset
HMD,2020-08,-0.1966,nearest_cell,0,consolidated_dataset
HND,2020-08,0.0503,cells,152,consolidated_dataset
HRV,2020-08,0.6181,cells,100,consolidated_dataset
HTI,2020-08,-0.0745,cells,38,consolidated_dataset
HUN,2020-08,1.1514,cells,180,consolidated_dataset
IDN,2020-08,0.655,cells,2408,consolidated_dataset
IMN,2020-08,1.6103,cells,1,consolidated_dataset
IND,2020-08,0.5702,cells,4437,consolidated_dataset
IOT,2020-08,-0.3343,nearest_cell,0,consolidated_dataset
IRL,2020-08,1.6013,cells,153,consolidated_dataset
IRN,2020-08,-0.3414,cells,2483,consolidated_dataset
IRQ,2020-08,-0.1877,cells,670,consolidated_dataset
ISL,2020-08,0.1981,cells,307,consolidated_dataset
ISR,2020-08,-0.64,cells,34,consolidated_dataset
ITA,2020-08,0.6478,cells,526,consolidated_dataset
JAM,2020-08,-0.6088,cells,14,consolidated_dataset
JEY,2020-08,0.0343,nearest_cell,0,consolidated_dataset
JOR,2020-08,-1.3477,cells,130,consolidated_dataset
JPN,2020-08,1.0499,cells,606,consolidated_dataset
KAZ,2020-08,-0.6834,cells,5204,consolidated_dataset
KEN,2020-08,0.6366,cells,758,consolidated_dataset
KGZ,2020-08,0.5507,cells,343,consolidated_dataset
KHM,2020-08,-0.5004,cells,240,consolidated_dataset
KIR,2020-08,1.0113,nearest_cell,0,consolidated_dataset
KNA,2020-08,0.1617,nearest_cell,0,consolidated_dataset
KOR,2020-08,1.2841,cells,155,consolidated_dataset
KWT,2020-08,0.4532,cells,24,consolidated_dataset
LAO,2020-08,-1.2403,cells,307,consolidated_dataset
LBN,2020-08,-0.113,cells,15,consolidated_dataset
LBR,2020-08,-1.4717,cells,121,consolidated_dataset
LBY,2020-08,-0.2467,cells,2355,consolidated_dataset
LCA,2020-08,-0.4614,cells,2,consolidated_dataset
LIE,2020-08,0.855,nearest_cell,0,consolidated_dataset
LKA,2020-08,0.7987,cells,87,consolidated_dataset
LSO,2020-08,-1.3748,cells,45,consolidated_dataset
LTU,2020-08,-0.2994,cells,150,consolidated_dataset
LUX,2020-08,-1.505,cells,5,consolidated_dataset
LVA,2020-08,0.051,cells,149,consolidated_dataset
MAC,2020-08,-1.0071,nearest_cell,0,consolidated_dataset
MAF,2020-08,0.1617,nearest_cell,0,consolidated_dataset
MAR,2020-08,-0.5715,cells,871,consolidated_dataset
MCO,2020-08,1.0723,nearest_cell,0,consolidated_dataset
MDA,2020-08,-1.0947,cells,63,consolidated_dataset
MDG,2020-08,-0.4009,cells,816,consolidated_dataset
MDV,2020-08,0.3423,nearest_cell,0,consolidated_dataset
MEX,2020-08,-0.6132,cells,2789,consolidated_dataset
MHL,2020-08,-0.3372,nearest_cell,0,consolidated_dataset
MKD,2020-08,1.1771,cells,44,consolidated_dataset
MLI,2020-08,-0.1058,cells,1693,consolidated_dataset
MLT,2020-08,-1.1512,nearest_cell,0,consolidated_dataset
MMR,2020-08,-0.8736,cells,910,consolidated_dataset
MNE,2020-08,0.6641,cells,27,consolidated_dataset
MNG,2020-08,0.1553,cells,2946,consolidated_dataset
MNP,2020-08,-1.557,nearest_cell,0,consolidated_dataset
MOZ,2020-08,0.0977,cells,1078,consolidated_dataset
MRT,2020-08,-0.4131,cells,1445,consolidated_dataset
MSR,2020-08,-0.2737,nearest_cell,0,consolidated_dataset
MUS,2020-08,-2.0928,cells,3,consolidated_dataset
MWI,2020-08,-0.0335,cells,161,consolidated_dataset
MYS,2020-08,1.2713,cells,427,consolidated_dataset
NAM,2020-08,-1.0408,cells,1145,consolidated_dataset
NCL,2020-08,-0.9265,cells,27,consolidated_dataset
NER,2020-08,0.0854,cells,1614,consolidated_dataset
NFK,2020-08,-0.7104,nearest_cell,0,consolidated_dataset
NGA,2020-08,-0.767,cells,1193,consolidated_dataset
NIC,2020-08,0.7811,cells,164,consolidated_dataset
NIU,2020-08,1.4598,nearest_cell,0,consolidated_dataset
NLD,2020-08,-0.3812,cells,75,consolidated_dataset
NOR,2020-08,-0.0426,cells,1366,consolidated_dataset
NPL,2020-08,1.182,cells,219,consolidated_dataset
NRU,2020-08,-0.3372,nearest_cell,0,consolidated_dataset
NZL,2020-08,-0.3144,cells,470,consolidated_dataset
OMN,2020-08,1.0212,cells,437,consolidated_dataset
PAK,2020-08,0.4461,cells,1304,consolidated_dataset
PAN,2020-08,0.1883,cells,97,consolidated_dataset
PCN,2020-08,0.2707,nearest_cell,0,consolidated_dataset
PER,2020-08,-0.8566,cells,1705,consolidated_dataset
PHL,2020-08,0.3125,cells,386,consolidated_dataset
PLW,2020-08,-0.3557,nearest_cell,0,consolidated_dataset
PNG,2020-08,0.4378,cells,614,consolidated_dataset
POL,2020-08,0.1026,cells,634,consolidated_dataset
PRI,2020-08,0.6673,cells,12,consolidated_dataset
PRK,2020-08,0.9457,cells,202,consolidated_dataset
PRT,2020-08,-0.6389,cells,155,consolidated_dataset
PRY,2020-08,-0.7114,cells,564,consolidated_dataset
PSE,2020-08,-0.4656,cells,12,consolidated_dataset
PYF,2020-08,1.3072,cells,3,consolidated_dataset
QAT,2020-08,-0.8402,cells,14,consolidated_dataset
RKS,2020-08,1.3701,cells,19,consolidated_dataset
ROU,2020-08,0.1049,cells,434,consolidated_dataset
RUS,2020-08,-0.3964,cells,46538,consolidated_dataset
RWA,2020-08,0.3558,cells,35,consolidated_dataset
SAU,2020-08,-0.3006,cells,2733,consolidated_dataset
SDN,2020-08,0.4249,cells,2494,consolidated_dataset
SEN,2020-08,0.5232,cells,266,consolidated_dataset
SGP,2020-08,1.7944,nearest_cell,0,consolidated_dataset
SGS,2020-08,-1.6169,cells,8,consolidated_dataset
SHN,2020-08,-0.0492,nearest_cell,0,consolidated_dataset
SLB,2020-08,0.0281,cells,34,consolidated_dataset
SLE,2020-08,0.3842,cells,91,consolidated_dataset
SLV,2020-08,0.7218,cells,28,consolidated_dataset
SMR,2020-08,0.4221,nearest_cell,0,consolidated_dataset
SOM,2020-08,-0.1182,cells,847,consolidated_dataset
SPM,2020-08,1.0125,nearest_cell,0,consolidated_dataset
SRB,2020-08,0.8088,cells,137,consolidated_dataset
SSD,2020-08,-0.0278,cells,804,consolidated_dataset
STP,2020-08,0.565,cells,1,consolidated_dataset
SUR,2020-08,1.7848,cells,187,consolidated_dataset
SVK,2020-08,1.1923,cells,89,consolidated_dataset
SVN,2020-08,1.0013,cells,39,consolidated_dataset
SWE,2020-08,-0.5314,cells,1253,consolidated_dataset
SWZ,2020-08,0.1333,cells,25,consolidated_dataset
SXM,2020-08,0.1617,nearest_cell,0,consolidated_dataset
SYC,2020-08,2.5514,nearest_cell,0,consolidated_dataset
SYR,2020-08,-0.482,cells,297,consolidated_dataset
TCA,2020-08,0.8052,nearest_cell,0,consolidated_dataset
TCD,2020-08,-0.2447,cells,1685,consolidated_dataset
TGO,2020-08,-1.1622,cells,74,consolidated_dataset
THA,2020-08,-0.8997,cells,689,consolidated_dataset
TJK,2020-08,-0.3926,cells,238,consolidated_dataset
TKM,2020-08,-0.6258,cells,787,consolidated_dataset
TLS,2020-08,-0.4745,cells,20,consolidated_dataset
TON,2020-08,0.068,nearest_cell,0,consolidated_dataset
TTO,2020-08,-0.221,cells,6,consolidated_dataset
TUN,2020-08,-0.8339,cells,239,consolidated_dataset
TUR,2020-08,-0.4798,cells,1294,consolidated_dataset
TUV,2020-08,0.2221,nearest_cell,0,consolidated_dataset
TWN,2020-08,-2.8308,cells,52,consolidated_dataset
TZA,2020-08,0.0269,cells,1190,consolidated_dataset
UGA,2020-08,0.4575,cells,290,consolidated_dataset
UKR,2020-08,-0.7256,cells,1137,consolidated_dataset
URY,2020-08,-0.7018,cells,274,consolidated_dataset
USA,2020-08,-0.6422,cells,17493,consolidated_dataset
UZB,2020-08,-0.4609,cells,770,consolidated_dataset
VAT,2020-08,0.7698,nearest_cell,0,consolidated_dataset
VCT,2020-08,-0.4704,nearest_cell,0,consolidated_dataset
VEN,2020-08,-0.2096,cells,1187,consolidated_dataset
VGB,2020-08,0.1488,nearest_cell,0,consolidated_dataset
VIR,2020-08,-0.0163,nearest_cell,0,consolidated_dataset
VNM,2020-08,-0.4924,cells,442,consolidated_dataset
VUT,2020-08,1.1055,cells,16,consolidated_dataset
WLF,2020-08,0.2327,nearest_cell,0,consolidated_dataset
WSM,2020-08,1.4255,cells,5,consolidated_dataset
YEM,2020-08,1.9759,cells,611,consolidated_dataset
ZAF,2020-08,-0.8576,cells,1806,consolidated_dataset
ZMB,2020-08,0.8886,cells,1005,consolidated_dataset
ZWE,2020-08,0.0785,cells,530,consolidated_dataset
ABW,2020-09,0.2687,cells,1,consolidated_dataset
AFG,2020-09,0.0162,cells,1003,consolidated_dataset
AGO,2020-09,-0.2067,cells,1628,consolidated_dataset
AIA,2020-09,0.0739,nearest_cell,0,consolidated_dataset
ALA,2020-09,-0.8865,cells,2,consolidated_dataset
ALB,2020-09,-0.1015,cells,50,consolidated_dataset
AND,2020-09,0.8291,cells,1,consolidated_dataset
ARE,2020-09,0.2549,cells,97,consolidated_dataset
ARG,2020-09,-1.1344,cells,4446,consolidated_dataset
ARM,2020-09,0.0183,cells,46,consolidated_dataset
ASM,2020-09,0.6499,nearest_cell,0,consolidated_dataset
ATA,2020-09,0.193,cells,95976,consolidated_dataset
ATF,2020-09,-0.5359,cells,13,consolidated_dataset
ATG,2020-09,-0.0635,cells,1,consolidated_dataset
AUS,2020-09,-0.6715,cells,11130,consolidated_dataset
AUT,2020-09,0.752,cells,158,consolidated_dataset
AZE,2020-09,-0.1146,cells,150,consolidated_dataset
BDI,2020-09,0.0091,cells,35,consolidated_dataset
BEL,2020-09,-1.1452,cells,61,consolidated_dataset
BEN,2020-09,-0.027,cells,153,consolidated_dataset
BFA,2020-09,1.4221,cells,363,consolidated_dataset
BGD,2020-09,0.0137,cells,191,consolidated_dataset
BGR,2020-09,-1.1293,cells,201,consolidated_dataset
BHR,2020-09,-0.4569,cells,1,consolidated_dataset
BHS,2020-09,0.588,cells,11,consolidated_dataset
BIH,2020-09,0.1123,cells,90,consolidated_dataset
BLM,2020-09,0.0739,nearest_cell,0,consolidated_dataset
BLR,2020-09,-0.2277,cells,451,consolidated_dataset
BLZ,2020-09,-0.693,cells,28,consolidated_dataset
BMU,2020-09,-0.654,nearest_cell,0,consolidated_dataset
BOL,2020-09,-1.3362,cells,1474,consolidated_dataset
BRA,2020-09,-1.257,cells,11257,consolidated_dataset
BRB,2020-09,-0.4795,nearest_cell,0,consolidated_dataset
BRN,2020-09,1.1565,cells,8,consolidated_dataset
BTN,2020-09,1.9725,cells,57,consolidated_dataset
BWA,2020-09,-0.7345,cells,820,consolidated_dataset
CAF,2020-09,0.0632,cells,807,consolidated_dataset
CAN,2020-09,0.3826,cells,26795,consolidated_dataset
CHE,2020-09,-0.5593,cells,79,consolidated_dataset
CHL,2020-09,-0.3759,cells,1239,consolidated_dataset
CHN,2020-09,0.199,cells,15201,consolidated_dataset
CIV,2020-09,-1.0714,cells,421,consolidated_dataset
CMR,2020-09,0.0613,cells,607,consolidated_dataset
COD,2020-09,-0.5263,cells,3017,consolidated_dataset
COG,2020-09,0.2982,cells,451,consolidated_dataset
COK,2020-09,0.8106,nearest_cell,0,consolidated_dataset
COL,2020-09,-0.3032,cells,1486,consolidated_dataset
COM,2020-09,0.2441,cells,3,consolidated_dataset
CPV,2020-09,1.4326,cells,3,consolidated_dataset
CRI,2020-09,0.0699,cells,69,consolidated_dataset
CUB,2020-09,0.1536,cells,158,consolidated_dataset
CUW,2020-09,-0.3465,nearest_cell,0,consolidated_dataset
CYM,2020-09,0.2415,nearest_cell,0,consolidated_dataset
CYP,2020-09,-1.2719,cells,16,consolidated_dataset
CZE,2020-09,0.1199,cells,156,consolidated_dataset
DEU,2020-09,-0.8036,cells,719,consolidated_dataset
DJI,2020-09,0.5503,cells,28,consolidated_dataset
DMA,2020-09,-0.2712,nearest_cell,0,consolidated_dataset
DNK,2020-09,-0.2339,cells,103,consolidated_dataset
DOM,2020-09,0.1037,cells,69,consolidated_dataset
DZA,2020-09,-0.4877,cells,3422,consolidated_dataset
ECU,2020-09,-0.4865,cells,334,consolidated_dataset
EGY,2020-09,-0.102,cells,1469,consolidated_dataset
ERI,2020-09,0.3219,cells,167,consolidated_dataset
ESH,2020-09,-1.0178,cells,129,consolidated_dataset
ESP,2020-09,-0.7308,cells,857,consolidated_dataset
EST,2020-09,0.1012,cells,114,consolidated_dataset
ETH,2020-09,1.1445,cells,1461,consolidated_dataset
FIN,2020-09,0.6577,cells,986,consolidated_dataset
FJI,2020-09,0.0723,cells,22,consolidated_dataset
FLK,2020-09,0.4771,cells,24,consolidated_dataset
FRA,2020-09,-0.9149,cells,1141,consolidated_dataset
FRO,2020-09,-0.8627,cells,5,consolidated_dataset
FSM,2020-09,-1.4471,nearest_cell,0,consolidated_dataset
GAB,2020-09,-0.039,cells,337,consolidated_dataset
GBR,2020-09,0.2804,cells,526,consolidated_dataset
GEO,2020-09,-0.4521,cells,121,consolidated_dataset
GGY,2020-09,-0.3444,nearest_cell,0,consolidated_dataset
GHA,2020-09,-0.8725,cells,310,consolidated_dataset
GIN,2020-09,0.8974,cells,322,consolidated_dataset
GMB,2020-09,1.9792,cells,18,consolidated_dataset
GNB,2020-09,2.5168,cells,46,consolidated_dataset
GNQ,2020-09,-0.398,cells,31,consolidated_dataset
GRC,2020-09,0.1556,cells,219,consolidated_dataset
GRD,2020-09,-0.465,nearest_cell,0,consolidated_dataset
